company,year,metric,value,source,comments,answer_url,item_url
Varusteleka Oy,2025,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000241443,,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Varusteleka_Oy.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Varusteleka_Oy+2025.json
Halti Oy,2025,Clean Clothes Campaign+Living Wage Action Plan,No,"Source-000241422
Source-000241423",,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Halti_Oy.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Halti_Oy+2025.json
Joutsen Finland Oy,2025,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000241416,,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Joutsen_Finland_Oy.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Joutsen_Finland_Oy+2025.json
Finlayson Oy,2025,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000241408,,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Finlayson_Oy.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Finlayson_Oy+2025.json
Makia Clothing Oy,2025,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000241404,,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Makia_Clothing_Oy.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Makia_Clothing_Oy+2025.json
Devold of Norway AS,2025,Clean Clothes Campaign+Living Wage Action Plan,Yes,"Source-000241454
Source-000241455","""Support SDG 1 No Poverty and SDG 8 Decent Work and Economic Growth, SDG5 Gender Equality, and SDG 10 Reduced Inequalities A fair supply chain starts with ensuring workers earn a living wage, not just minimum wage. At Devold, due diligence is embedded in the business strategy: Devold maintains vertical integration and source directly whenever possible as part of the quality control and risk management approach. This ensures oversight of the production process and enables Devold to provide a living wage to our workers and negotiate fair terms with our wool growers. Key actions: Strengthening direct partnerships with wool growers Supporting worker representation and union engagement Targets by 2029: 100% direct wool sourcing from New Zealand. Status: Achieved in 2018 with direct sourcing model ‘Sheep to Shop’. All Devold employees in the vertically integrated supply chain receive a living wage. Status: Achieved. 100 % living wage coverage in external Tier 1 suppliers. Status: 93% achieved in 2023 (Anker meth...",https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Devold_of_Norway_AS.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Devold_of_Norway_AS+2025.json
Nanso Group Oy,2025,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000241411,,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Nanso_Group_Oy.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Nanso_Group_Oy+2025.json
Reima,2025,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000241437,,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Reima.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Reima+2025.json
Marimekko,2025,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000241407,,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Marimekko.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Marimekko+2025.json
SOK S Group,2025,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000241435,,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+SOK_S_Group.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+SOK_S_Group+2025.json
Lindex,2025,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000241414,,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Lindex.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Lindex+2025.json
Stockmann Oyj Abp,2025,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000241419,,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Stockmann_Oyj_Abp.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Stockmann_Oyj_Abp+2025.json
Kesko Corporation,2025,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000241433,,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Kesko_Corporation.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Kesko_Corporation+2025.json
Tokmanni,2025,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000241452,,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Tokmanni.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Tokmanni+2025.json
Luhta Sportswear Company,2025,Clean Clothes Campaign+Living Wage Action Plan,Yes,Source-000241427,,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Luhta_Sportswear_Company.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Luhta_Sportswear_Company+2025.json
Hema,2024,Clean Clothes Campaign+Living Wage Action Plan,Yes,Source-000216887,,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Hema.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Hema+2024.json
Zeeman,2024,Clean Clothes Campaign+Living Wage Action Plan,Yes,Source-000216886,,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Zeeman.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Zeeman+2024.json
Schijvens,2024,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000216890,,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Schijvens.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Schijvens+2024.json
Artsana S.p.A.,2023,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000190725,,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Artsana_S_p_A.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Artsana_S_p_A+2023.json
JBC NV,2023,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000190725,,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+JBC_NV.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+JBC_NV+2023.json
Reima,2023,Clean Clothes Campaign+Living Wage Action Plan,Partial,Source-000190747,,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Reima.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Reima+2023.json
Geox SpA,2023,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000190725,,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Geox_SpA.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Geox_SpA+2023.json
Hunkemoller,2023,Clean Clothes Campaign+Living Wage Action Plan,Partial,Source-000190771,,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Hunkemoller.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Hunkemoller+2023.json
The Sting B.V.,2023,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000190725,,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+The_Sting_B_V.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+The_Sting_B_V+2023.json
We Europe BV,2023,Clean Clothes Campaign+Living Wage Action Plan,Partial,Source-000190725,,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+We_Europe_BV.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+We_Europe_BV+2023.json
Marimekko,2023,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000190725,,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Marimekko.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Marimekko+2023.json
Wibra Supermarkt B.V.,2023,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000190725,,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Wibra_Supermarkt_B_V.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Wibra_Supermarkt_B_V+2023.json
Zeeman,2023,Clean Clothes Campaign+Living Wage Action Plan,Yes,Source-000106252,,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Zeeman.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Zeeman+2023.json
Van de Velde,2023,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000190725,,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Van_de_Velde.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Van_de_Velde+2023.json
The Iconic,2023,Clean Clothes Campaign+Living Wage Action Plan,Yes,Source-000190725,,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+The_Iconic.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+The_Iconic+2023.json
The Just Group,2023,Clean Clothes Campaign+Living Wage Action Plan,Partial,Source-000190776,,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+The_Just_Group.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+The_Just_Group+2023.json
Country Road Group,2023,Clean Clothes Campaign+Living Wage Action Plan,Partial,Source-000165633,,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Country_Road_Group.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Country_Road_Group+2023.json
LaDress,2023,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000190725,,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+LaDress.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+LaDress+2023.json
Schijvens,2023,Clean Clothes Campaign+Living Wage Action Plan,Partial,Source-000190775,,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Schijvens.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Schijvens+2023.json
Mayerline,2023,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000190725,,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Mayerline.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Mayerline+2023.json
Kings Of Indigo,2023,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000190725,,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Kings_Of_Indigo.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Kings_Of_Indigo+2023.json
Cassis / Paprika S.A.,2023,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000190725,,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Cassis_Paprika_S_A.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Cassis_Paprika_S_A+2023.json
Kuyichi,2023,Clean Clothes Campaign+Living Wage Action Plan,Partial,Source-000190756,,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Kuyichi.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Kuyichi+2023.json
Scotch and Soda,2023,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000190725,,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Scotch_and_Soda.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Scotch_and_Soda+2023.json
Kesko Corporation,2023,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000190725,,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Kesko_Corporation.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Kesko_Corporation+2023.json
Peek & Cloppenburg,2023,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000190725,,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Peek_Cloppenburg.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Peek_Cloppenburg+2023.json
Tokmanni,2023,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000190725,,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Tokmanni.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Tokmanni+2023.json
e5 mode,2023,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000190725,,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+e5_mode.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+e5_mode+2023.json
Vaude,2023,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000190725,,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Vaude.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Vaude+2023.json
Fabrimode NV,2023,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000190725,,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Fabrimode_NV.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Fabrimode_NV+2023.json
Oberalp SpA,2023,Clean Clothes Campaign+Living Wage Action Plan,Yes,Source-000190748,,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Oberalp_SpA.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Oberalp_SpA+2023.json
PP Retail Group,2023,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000190725,,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+PP_Retail_Group.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+PP_Retail_Group+2023.json
Luhta Sportswear Company,2023,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000190725,,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Luhta_Sportswear_Company.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Luhta_Sportswear_Company+2023.json
Naura Group B.V.,2023,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000190725,,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Naura_Group_B_V.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Naura_Group_B_V+2023.json
Falc S.p.a.,2023,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000190725,,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Falc_S_p_a.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Falc_S_p_a+2023.json
Sogesma SA,2023,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000190725,,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Sogesma_SA.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Sogesma_SA+2023.json
ZEB (The Fashion Society NV),2023,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000190725,,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+ZEB_The_Fashion_Society_NV.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+ZEB_The_Fashion_Society_NV+2023.json
Veritas NV,2023,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000190725,,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Veritas_NV.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Veritas_NV+2023.json
Daily Paper Holding B.V.,2023,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000190725,,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Daily_Paper_Holding_B_V.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Daily_Paper_Holding_B_V+2023.json
Wehkamp Retail Group Holding B.V.,2023,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000190725,,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Wehkamp_Retail_Group_Holding_B_V.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Wehkamp_Retail_Group_Holding_B_V+2023.json
Chiquelle AB,2023,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000190725,,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Chiquelle_AB.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Chiquelle_AB+2023.json
Essentiel Antwerp,2023,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000190725,,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Essentiel_Antwerp.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Essentiel_Antwerp+2023.json
NA-KD (Nakdcom One World AB),2023,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000190725,,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+NA_KD_Nakdcom_One_World_AB.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+NA_KD_Nakdcom_One_World_AB+2023.json
BEST & LESS GROUP PTY LTD,2023,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000190725,,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+BEST_LESS_GROUP_PTY_LTD.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+BEST_LESS_GROUP_PTY_LTD+2023.json
FOREVER NEW CLOTHING PTY LTD,2023,Clean Clothes Campaign+Living Wage Action Plan,Yes,Source-000190725,,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+FOREVER_NEW_CLOTHING_PTY_LTD.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+FOREVER_NEW_CLOTHING_PTY_LTD+2023.json
MOSAIC BRANDS LIMITED,2023,Clean Clothes Campaign+Living Wage Action Plan,Yes,Source-000190750,,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+MOSAIC_BRANDS_LIMITED.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+MOSAIC_BRANDS_LIMITED+2023.json
Livera B.V.,2023,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000190725,,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Livera_B_V.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Livera_B_V+2023.json
Prenatal Moeder en Kind B.V.,2023,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000190725,,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Prenatal_Moeder_en_Kind_B_V.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Prenatal_Moeder_en_Kind_B_V+2023.json
Sogesma SA,2022,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000165598,Data collected by Clean Clothes Campaign through brand surveys as part of the Fashion Checker project. Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2022-08-26 16:27:41 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Sogesma_SA.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Sogesma_SA+2022.json
JBC NV,2022,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000165598,Data collected by Clean Clothes Campaign through brand surveys as part of the Fashion Checker project. Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2022-08-26 16:06:28 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+JBC_NV.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+JBC_NV+2022.json
Missguided Limited,2022,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000165598,Data collected by Clean Clothes Campaign through brand surveys as part of the Fashion Checker project. Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2022-08-26 16:30:15 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Missguided_Limited.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Missguided_Limited+2022.json
Reima,2022,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000165598,Data collected by Clean Clothes Campaign through brand surveys as part of the Fashion Checker project. Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2022-08-26 16:00:19 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Reima.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Reima+2022.json
Naura Group B.V.,2022,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000165598,Data collected by Clean Clothes Campaign through brand surveys as part of the Fashion Checker project. Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2022-08-26 16:19:24 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Naura_Group_B_V.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Naura_Group_B_V+2022.json
Geox SpA,2022,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000165598,Data collected by Clean Clothes Campaign through brand surveys as part of the Fashion Checker project. Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2022-08-26 16:29:23 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Geox_SpA.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Geox_SpA+2022.json
ZEB (The Fashion Society NV),2022,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000165598,Data collected by Clean Clothes Campaign through brand surveys as part of the Fashion Checker project. Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2022-08-26 16:25:12 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+ZEB_The_Fashion_Society_NV.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+ZEB_The_Fashion_Society_NV+2022.json
The Sting B.V.,2022,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000165598,Data collected by Clean Clothes Campaign through brand surveys as part of the Fashion Checker project. Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2022-08-26 16:16:29 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+The_Sting_B_V.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+The_Sting_B_V+2022.json
We Europe BV,2022,Clean Clothes Campaign+Living Wage Action Plan,Partial,"Source-000165616
Source-000165598",Data collected by Clean Clothes Campaign through brand surveys as part of the Fashion Checker project. Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2022-08-26 15:58:23 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+We_Europe_BV.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+We_Europe_BV+2022.json
Veritas NV,2022,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000165598,Data collected by Clean Clothes Campaign through brand surveys as part of the Fashion Checker project. Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2022-08-26 16:26:02 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Veritas_NV.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Veritas_NV+2022.json
Daily Paper Holding B.V.,2022,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000165598,Data collected by Clean Clothes Campaign through brand surveys as part of the Fashion Checker project. Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2022-08-26 16:20:12 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Daily_Paper_Holding_B_V.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Daily_Paper_Holding_B_V+2022.json
Marimekko,2022,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000165598,Data collected by Clean Clothes Campaign through brand surveys as part of the Fashion Checker project. Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2022-08-26 15:59:29 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Marimekko.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Marimekko+2022.json
Wibra Supermarkt B.V.,2022,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000165598,Data collected by Clean Clothes Campaign through brand surveys as part of the Fashion Checker project. Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2022-08-26 16:15:12 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Wibra_Supermarkt_B_V.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Wibra_Supermarkt_B_V+2022.json
Chiquelle AB,2022,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000165598,Data collected by Clean Clothes Campaign through brand surveys as part of the Fashion Checker project. Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2022-08-26 16:33:35 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Chiquelle_AB.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Chiquelle_AB+2022.json
NA-KD (Nakdcom One World AB),2022,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000165598,Data collected by Clean Clothes Campaign through brand surveys as part of the Fashion Checker project. Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2022-08-26 15:53:59 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+NA_KD_Nakdcom_One_World_AB.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+NA_KD_Nakdcom_One_World_AB+2022.json
Van de Velde,2022,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000165598,Data collected by Clean Clothes Campaign through brand surveys as part of the Fashion Checker project. Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2022-08-26 16:32:55 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Van_de_Velde.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Van_de_Velde+2022.json
The Iconic,2022,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000165598,Data collected by Clean Clothes Campaign through brand surveys as part of the Fashion Checker project. Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2022-08-26 16:09:09 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+The_Iconic.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+The_Iconic+2022.json
BEST & LESS GROUP PTY LTD,2022,Clean Clothes Campaign+Living Wage Action Plan,Partial,Source-000165598,Data collected by Clean Clothes Campaign through brand surveys as part of the Fashion Checker project. Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2022-08-26 16:13:32 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+BEST_LESS_GROUP_PTY_LTD.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+BEST_LESS_GROUP_PTY_LTD+2022.json
