company,year,metric,value,source,comments,answer_url,item_url
Carrefour S.A.,2021,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000091807,has no public plan describing how to improve wages for workers across its supplier network. 07:34:42 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2021-08-24 11:16:39 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Carrefour_S_A.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Carrefour_S_A+2021.json
Gucci,2021,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000091807,- http://equilibrium.gucci.com/wp-content/uploads/2018/11/Sustainability- Principals_ENG.pdf 18:39:29 UTC has no public plan describing how to improve wages for workers across its supplier network. - http://equilibrium.gucci.com/wp-content/uploads/2018/11/Sustainability- Principals_ENG.pdf 07:35:07 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2021-08-24 11:16:32 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Gucci.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Gucci+2021.json
Puma,2021,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000091807,has no public plan describing how to improve wages for workers across its supplier network. 07:36:03 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2021-08-24 11:16:37 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Puma.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Puma+2021.json
Walmart,2021,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000091807,has no public plan describing how to improve wages for workers across its supplier network. 07:34:20 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2021-08-24 11:16:33 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Walmart.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Walmart+2021.json
Hugo Boss AG,2021,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000091807,has no public plan describing how to improve wages for workers across its supplier network. 07:35:12 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2021-08-24 11:16:36 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Hugo_Boss_AG.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Hugo_Boss_AG+2021.json
Vaude,2021,Clean Clothes Campaign+Living Wage Action Plan,Partial,Source-000091807,"https://csr-report.Vaude.com/gri-en/social/fair-wages.php 18:40:15 UTC says it is working on improving wages for workers across its supplier network. However, it does not meet all elements of a public, time-bound action plan. https://csr-report.vaude.com/gri-en/social/fair-wages.php 07:36:39 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2021-08-24 11:16:46 UTC",https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Vaude.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Vaude+2021.json
Aldi Nord,2021,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000091807,has no public plan describing how to improve wages for workers across its supplier network. 07:34:13 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2021-08-24 11:16:41 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Aldi_Nord.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Aldi_Nord+2021.json
Next PLC,2021,Clean Clothes Campaign+Living Wage Action Plan,Partial,Source-000091807,"https://www.nextplc.co.uk/~/media/Files/N/Next-PLC-V2/documents/corporate-responsibility/focus-2018/focus-4-partnership-engagement-collaboration-and-community.pdf 18:39:36 UTC says it is working on improving wages for workers across its supplier network. However, it does not meet all elements of a public, time-bound action plan. https://www.nextplc.co.uk/~/media/Files/N/Next-PLC-V2/documents/corporate-responsibility/focus-2018/focus-4-partnership-engagement-collaboration-and-community.pdf Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2020-06-17 14:36:06 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2021-08-24 11:16:43 UTC",https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Next_PLC.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Next_PLC+2021.json
Kesko Corporation,2021,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000091807,has no public plan describing how to improve wages for workers across its supplier network. 07:35:19 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2021-08-24 11:16:33 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Kesko_Corporation.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Kesko_Corporation+2021.json
Fast Retailing,2021,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000091807,has no public plan describing how to improve wages for workers across its supplier network. 07:36:33 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2021-08-24 11:16:31 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Fast_Retailing.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Fast_Retailing+2021.json
Sainsbury's,2021,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000091807,has no public plan describing how to improve wages for workers across its supplier network. 07:36:09 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2021-08-24 11:16:32 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Sainsbury_s.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Sainsbury_s+2021.json
PVH,2021,Clean Clothes Campaign+Living Wage Action Plan,Partial,Source-000091807,"https://www.pvh.com/responsibility/policy/Living- Wage-Strategy 18:39:39 UTC says it is working on improving wages for workers across its supplier network. However, it does not meet all elements of a public, time-bound action plan. https://www.pvh.com/responsibility/policy/Living- Wage-Strategy 07:36:28 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2021-08-24 11:16:43 UTC",https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+PVH.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+PVH+2021.json
Fruit of the Loom,2021,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000091807,has no public plan describing how to improve wages for workers across its supplier network. 07:34:59 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2021-08-24 11:16:31 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Fruit_of_the_Loom.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Fruit_of_the_Loom+2021.json
Under Armour,2021,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000091807,https://www.fairlabor.org/sites/default/files/fair_compensation_work_plan_feb_2015.pdf 18:39:42 UTC has no public plan describing how to improve wages for workers across its supplier network. https://www.fairlabor.org/sites/default/files/fair_compensation_work_plan_feb_2015.pdf 07:36:31 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2021-08-24 11:16:33 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Under_Armour.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Under_Armour+2021.json
Asics Corporation,2021,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000091807,has no public plan describing how to improve wages for workers across its supplier network. 07:34:21 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2021-08-24 11:16:38 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Asics_Corporation.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Asics_Corporation+2021.json
Stockmann Oyj Abp,2021,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000091807,has no public plan describing how to improve wages for workers across its supplier network. 07:36:18 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2021-08-24 11:16:35 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Stockmann_Oyj_Abp.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Stockmann_Oyj_Abp+2021.json
Lindex,2021,Clean Clothes Campaign+Living Wage Action Plan,Partial,Source-000091807,"https://about.lindex.com/sustainability/our-sustainability-promise/empower-women/, https://about.lindex.com/sustainability/with-people-planet-in-mind/living-wage/ 18:39:50 UTC says it is working on improving wages for workers across its supplier network. However, it does not meet all elements of a public, time-bound action plan. https://about.lindex.com/sustainability/our-sustainability-promise/empower-women/, https://about.lindex.com/sustainability/with-people-planet-in-mind/living-wage/ 07:35:31 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2021-08-24 11:16:44 UTC",https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Lindex.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Lindex+2021.json
Otto Group,2021,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000091807,has no public plan describing how to improve wages for workers across its supplier network. 07:35:53 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2021-08-24 11:16:37 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Otto_Group.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Otto_Group+2021.json
G-star RAW,2021,Clean Clothes Campaign+Living Wage Action Plan,Partial,Source-000091807,"says it is working on improving wages for workers across its supplier network. However, it does not meet all elements of a public, time-bound action plan. 07:35:02 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2021-08-24 11:16:42 UTC",https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+G_star_RAW.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+G_star_RAW+2021.json
SOK S Group,2021,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000091807,has no public plan describing how to improve wages for workers across its supplier network. 07:36:06 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2021-08-24 11:16:34 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+SOK_S_Group.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+SOK_S_Group+2021.json
Asos,2021,Clean Clothes Campaign+Living Wage Action Plan,Partial,Source-000091807,"https://www.asosplc.com/corporate-responsibility/ourproducts/ethical-trade-programme 18:39:22 UTC says it is working on improving wages for workers across its supplier network. However, it does not meet all elements of a public, time-bound action plan. https://www.asosplc.com/corporate-responsibility/ourproducts/ethical-trade-programme 07:34:22 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2021-08-24 11:16:42 UTC",https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Asos.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Asos+2021.json
New Look Retail Group,2021,Clean Clothes Campaign+Living Wage Action Plan,Partial,Source-000091807,"https://actonlivingwages.com/members/ 18:39:35 UTC says it is working on improving wages for workers across its supplier network. However, it does not meet all elements of a public, time-bound action plan. https://actonlivingwages.com/members/ 07:35:45 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2021-08-24 11:16:42 UTC",https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+New_Look_Retail_Group.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+New_Look_Retail_Group+2021.json
Marimekko,2021,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000091807,has no public plan describing how to improve wages for workers across its supplier network. 07:35:39 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2021-08-24 11:16:34 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Marimekko.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Marimekko+2021.json
Zalando SE,2021,Clean Clothes Campaign+Living Wage Action Plan,Partial,Source-000091807,"https://actonlivingwages.com/ 18:40:16 UTC says it is working on improving wages for workers across its supplier network. However, it does not meet all elements of a public, time-bound action plan. https://actonlivingwages.com/ 07:36:46 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2021-08-24 11:16:46 UTC",https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Zalando_SE.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Zalando_SE+2021.json
Tchibo GmbH,2021,Clean Clothes Campaign+Living Wage Action Plan,Partial,Source-000091807,"https://Tchibo GmbH-nachhaltigkeit.de/servlet/content/1253142/-/home/consumer-goods-value-[http://GmbH-nachhaltigkeit.de/servlet/content/1253142/-/home/consumer-goods-value-][http://GmbH-nachhaltigkeit.de/servlet/content/1253142/-/home/consumer-goods-value-] chain/sustainable-development/global-challenges-initiatives-to-develop-system- solutions.html 18:39:40 UTC says it is working on improving wages for workers across its supplier network. However, it does not meet all elements of a public, time-bound action plan. https://tchibo-nachhaltigkeit.de/servlet/content/1253142/-/home/consumer-goods-value- chain/sustainable-development/global-challenges-initiatives-to-develop-system- solutions.html 07:36:20 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2021-08-24 11:16:43 UTC",https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Tchibo_GmbH.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Tchibo_GmbH+2021.json
Geox SpA,2021,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000091807,has no public plan describing how to improve wages for workers across its supplier network. 07:35:05 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2021-08-24 11:16:30 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Geox_SpA.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Geox_SpA+2021.json
Bestseller AS,2021,Clean Clothes Campaign+Living Wage Action Plan,Partial,Source-000091807,"says it is working on improving wages for workers across its supplier network. However, it does not meet all elements of a public, time-bound action plan. 07:34:30 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2021-08-24 11:16:44 UTC",https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Bestseller_AS.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Bestseller_AS+2021.json
Missguided Limited,2021,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000091807,has no public plan describing how to improve wages for workers across its supplier network. 07:35:42 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2021-08-24 11:16:32 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Missguided_Limited.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Missguided_Limited+2021.json
Monsoon Accessorize Ltd,2021,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000091807,has no public plan describing how to improve wages for workers across its supplier network. 07:35:43 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2021-08-24 11:16:33 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Monsoon_Accessorize_Ltd.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Monsoon_Accessorize_Ltd+2021.json
Reima,2021,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000091807,has no public plan describing how to improve wages for workers across its supplier network. 07:36:05 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2021-08-24 11:16:34 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Reima.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Reima+2021.json
OLYMP Bezner KG,2021,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000091807,has no public plan describing how to improve wages for workers across its supplier network. 07:35:52 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2021-08-24 11:16:40 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+OLYMP_Bezner_KG.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+OLYMP_Bezner_KG+2021.json
Hema,2021,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000091807,has no public plan describing how to improve wages for workers across its supplier network. 07:35:10 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2021-08-24 11:16:38 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Hema.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Hema+2021.json
The Sting B.V.,2021,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000091807,has no public plan describing how to improve wages for workers across its supplier network. 07:36:23 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2021-08-24 11:16:29 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+The_Sting_B_V.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+The_Sting_B_V+2021.json
We Europe BV,2021,Clean Clothes Campaign+Living Wage Action Plan,Partial,Source-000116667,,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+We_Europe_BV.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+We_Europe_BV+2021.json
Wibra Supermarkt B.V.,2021,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000116667,,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Wibra_Supermarkt_B_V.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Wibra_Supermarkt_B_V+2021.json
Zeeman,2021,Clean Clothes Campaign+Living Wage Action Plan,Partial,Source-000091807,"https://zeeman.turnpages.com/DS/public/slot00078/pdf/compleet.pdf p24 and 25 18:39:16 UTC says it is working on improving wages for workers across its supplier network. However, it does not meet all elements of a public, time-bound action plan. https://zeeman.turnpages.com/DS/public/slot00078/pdf/compleet.pdf p24 and 25 07:36:49 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2021-08-24 11:16:41 UTC",https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Zeeman.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Zeeman+2021.json
LPP,2021,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000091807,has no public plan describing how to improve wages for workers across its supplier network. 07:35:35 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2021-08-24 11:16:39 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+LPP.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+LPP+2021.json
S.Oliver,2021,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000091807,has no public plan describing how to improve wages for workers across its supplier network. 07:36:07 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2021-08-24 11:16:37 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+S_Oliver.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+S_Oliver+2021.json
Arcadia Group,2021,Clean Clothes Campaign+Living Wage Action Plan,Partial,Source-000091807,"YesNohttp://arcadiafashionfootprint.co.uk/ - page 11 18:39:21 UTC says it is working on improving wages for workers across its supplier network. However, it does not meet all elements of a public, time-bound action plan. http://arcadiafashionfootprint.co.uk/ 07:34:18 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2021-08-24 11:16:41 UTC",https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Arcadia_Group.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Arcadia_Group+2021.json
Decathlon Group,2021,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000091807,has no public plan describing how to improve wages for workers across its supplier network. 07:34:47 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2021-08-24 11:16:31 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Decathlon_Group.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Decathlon_Group+2021.json
Pentland Brands Ltd,2021,Clean Clothes Campaign+Living Wage Action Plan,Partial,Source-000091807,"Not public 18:39:38 UTC says it is working on improving wages for workers across its supplier network. However, it does not meet all elements of a public, time-bound action plan. Not public 07:35:59 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2021-08-24 11:16:43 UTC",https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Pentland_Brands_Ltd.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Pentland_Brands_Ltd+2021.json
Boohoo.com,2021,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000091807,has no public plan describing how to improve wages for workers across its supplier network. 07:34:33 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2021-08-24 11:16:31 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Boohoo_com.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Boohoo_com+2021.json
Jack Wolfskin,2021,Clean Clothes Campaign+Living Wage Action Plan,Partial,Source-000091807,"says it is working on improving wages for workers across its supplier network. However, it does not meet all elements of a public, time-bound action plan. 07:35:13 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2021-08-24 11:16:45 UTC",https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Jack_Wolfskin.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Jack_Wolfskin+2021.json
LaDress,2021,Clean Clothes Campaign+Living Wage Action Plan,Partial,Source-000091807,"https://www.ladress.com/on/demandware.static/-/Sites-ladress-Library/default/dwc32fcd5a/PDF/IMVO_beleid_LaDress_NL.pdf pp 12, 13 18:40:22 UTC says it is working on improving wages for workers across its supplier network. However, it does not meet all elements of a public, time-bound action plan. https://www.ladress.com/on/demandware.static/-/Sites-ladress-Library/default/dwc32fcd5a/PDF/IMVO_beleid_LaDress_NL.pdf pp 12, 13 07:35:26 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2021-08-24 11:16:46 UTC",https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+LaDress.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+LaDress+2021.json
Mayerline,2021,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000091807,has no public plan describing how to improve wages for workers across its supplier network. 07:35:41 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2021-08-24 11:16:36 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Mayerline.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Mayerline+2021.json
Kings Of Indigo,2021,Clean Clothes Campaign+Living Wage Action Plan,Yes,Source-000091807,"https://cdn.shopify.com/s/files/1/0060/4553/2275/files/AGT_report_2019.pdf, page 78. 18:40:20 UTC has published a time-bound, public action plan describing how it will achieve a living wage for workers in its supply chain. https://cdn.shopify.com/s/files/1/0060/4553/2275/files/AGT_report_2019.pdf, page 78. 07:35:22 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2021-08-24 11:16:46 UTC",https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Kings_Of_Indigo.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Kings_Of_Indigo+2021.json
Cassis / Paprika S.A.,2021,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000091807,has no public plan describing how to improve wages for workers across its supplier network. 07:34:43 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2021-08-24 11:16:36 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Cassis_Paprika_S_A.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Cassis_Paprika_S_A+2021.json
Calzedonia,2021,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000091807,has no public plan describing how to improve wages for workers across its supplier network. 07:34:40 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2021-08-24 11:16:30 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Calzedonia.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Calzedonia+2021.json
Tom Tailor,2021,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000091807,has no public plan describing how to improve wages for workers across its supplier network. 07:36:26 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2021-08-24 11:16:38 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Tom_Tailor.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Tom_Tailor+2021.json
Kuyichi,2021,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000091807,has no public plan describing how to improve wages for workers across its supplier network. 07:35:24 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2021-08-24 11:16:38 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Kuyichi.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Kuyichi+2021.json
Scotch and Soda,2021,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000091807,has no public plan describing how to improve wages for workers across its supplier network. 07:36:14 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2021-08-24 11:16:35 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Scotch_and_Soda.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Scotch_and_Soda+2021.json
Peek & Cloppenburg,2021,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000091807,has no public plan describing how to improve wages for workers across its supplier network. 07:35:57 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2021-08-24 11:16:37 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Peek_Cloppenburg.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Peek_Cloppenburg+2021.json
Tokmanni,2021,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000091807,has no public plan describing how to improve wages for workers across its supplier network. 07:36:24 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2021-08-24 11:16:35 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Tokmanni.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Tokmanni+2021.json
