brand,brand_name,logo,website,categories,price_range,country_origin,country_production,ngo_links
Nike,Nike,,,,$,China,Vietnam,"https://directory.goodonyou.eco/brand/nike, https://cleanclothes.org/news/2025/nike-ignores-unpaid-workers-appeal-on-five-year-anniversary-of-factory-closure, https://goodonyou.eco/ethical-alternatives-nike/, https://cleanclothes.org/file-repository/nike-lies-report-july-2024-1.pdf, https://cleanclothes.org/news/2024/activists-disrupt-nike-olympic-advertising-extravaganza-with-unpaid-workers-demands, https://goodonyou.eco/how-ethical-is-nike/, https://cleanclothes.org/news/2024/ahead-of-nike-record-olympic-spend-investors-and-activists-urge-nike-to-settle-debt-with-workers, https://cleanclothes.org/news/2023/nike-board-executives-under-fire, https://cleanclothes.org/news/2024/victory-for-newly-unionised-garment-workers-in-nike-factory, https://cleanclothes.org/news/2023/leading-rights-groups-call-on-nike-to-push-its-supplier-ramatex-to-remediate-supply-chain-abuses-in-cambodia"
